session,classification,signal,q,body_total,source,topics,is_ai,title,url,path,body_head_240
v2-overnight,ACCEPTED,8,0.95,8000,eyeondesign.aiga.org,Editorial & Print|Photography|AI & Design,0,Tradeswomen Was the Magazine for Women in Blue-Collar Work During the ’80s and ’90s &#8211; Eye on D,https://eyeondesign.aiga.org/tradeswomen-was-the-magazine-for-women-in-blue-collar-work-during-the-80s-and-90s/,,Tradeswomen Was the Magazine for Women in Blue-Collar Work During the ’80s and ’90s – Eye on Design Search Related Articles Something Different Tradeswomen Was the Magazine for Women in Blue-Collar Work During the ’80s and ’90s Share: Twitt
v2-overnight,ACCEPTED,8,0.95,8000,eyeondesign.aiga.org,Editorial & Print|AI & Design|Minimalism,0,"In the ’70s, the Dalit Panthers Made Pocket-Sized Magazines That Challenged Social Hierarchies in In",https://eyeondesign.aiga.org/in-the-70s-the-dalit-panthers-made-pocket-sized-magazines-that-challenged-social-hierarchies-in-india/,,"In the ’70s, the Dalit Panthers Made Pocket-Sized Magazines That Challenged Social Hierarchies in India – Eye on Design Search Related Articles Something Different In the ’70s, the Dalit Panthers Made Pocket-Sized Magazines That Challenged "
v2-overnight,ACCEPTED,8,0.95,8000,typographica.org,Typography & Type|Editorial & Print,0,Comments for Typographica,https://typographica.org/comments/feed/,,"Comments for Typographica https://typographica.org A review of typefaces and typography books, with occasional commentary on fonts and typographic design. Sat, 23 May 2026 04:05:57 +0000 hourly 1 https://wordpress.org/?v=6.9.4 Comment on AL"
v2-overnight,ACCEPTED,8,0.94,8000,eyeondesign.aiga.org,Color & Palette|Typography & Type|Branding & Identity,0,"The ’80s Are Back, Baby &#8211; Eye on Design",https://eyeondesign.aiga.org/the-80s-are-back-baby/,,"The ’80s Are Back, Baby – Eye on Design Search Related Articles Something Different The ’80s Are Back, Baby Share: Twitter Facebook Pinterest Email Search Related Articles Something Different Search Menu Social Branding The ’80s Are Back, B"
v2-overnight,ACCEPTED,8,0.94,7999,eyeondesign.aiga.org,AI & Design|Editorial & Print|Web & UI,0,Cruelty-Free? Don’t Believe All the Cute Bunny Labels &#8211; Eye on Design,https://eyeondesign.aiga.org/cruelty-free-dont-believe-all-the-cute-bunny-labels/,,Cruelty-Free? Don’t Believe All the Cute Bunny Labels – Eye on Design Search Related Articles Something Different Cruelty-Free? Don’t Believe All the Cute Bunny Labels Share: Twitter Facebook Pinterest Email Search Related Articles Somethin
v2-overnight,ACCEPTED,8,0.94,7999,eyeondesign.aiga.org,Editorial & Print|Photography|Typography & Type,0,"In the Late ’70s in the Bronx, PHASE 2’s Party Flyers Created a Visual Language for Hip-Hop &#8211; ",https://eyeondesign.aiga.org/in-the-late-70s-in-the-bronx-phase-2s-party-flyers-created-a-visual-language-for-hip-hop/,,"In the Late ’70s in the Bronx, PHASE 2’s Party Flyers Created a Visual Language for Hip-Hop – Eye on Design Search Related Articles Something Different In the Late ’70s in the Bronx, PHASE 2’s Party Flyers Created a Visual Language for Hip-"
v2-overnight,ACCEPTED,8,0.94,8000,eyeondesign.aiga.org,Color & Palette|AI & Design|Editorial & Print,0,How Cranbrook’s Design Program Redefined How We Make and Talk About Graphic Design &#8211; Eye on De,https://eyeondesign.aiga.org/how-cranbrooks-design-program-redefined-how-we-make-and-talk-about-graphic-design/,,How Cranbrook’s Design Program Redefined How We Make and Talk About Graphic Design – Eye on Design Search Related Articles Something Different How Cranbrook’s Design Program Redefined How We Make and Talk About Graphic Design Share: Twitter
v2-overnight,ACCEPTED,8,0.92,8000,eyeondesign.aiga.org,Typography & Type|Color & Palette|Branding & Identity,0,Eye on Design &#8211; AIGA Eye on Design,https://eyeondesign.aiga.org/,,"Eye on Design – AIGA Eye on Design Search Related Articles Something Different Home Share: Twitter Facebook Pinterest Email Search Related Articles Something Different Search Menu Social Branding The ’80s Are Back, Baby This story is part o"
v2-overnight,ACCEPTED,8,0.92,8000,eyeondesign.aiga.org,AI & Design|Editorial & Print,0,Why Pay Transparency Matters in Job Negotiations &#8211; Eye on Design,https://eyeondesign.aiga.org/why-pay-transparency-matters-in-job-negotiations/,,Why Pay Transparency Matters in Job Negotiations – Eye on Design Search Related Articles Something Different Why Pay Transparency Matters in Job Negotiations Share: Twitter Facebook Pinterest Email Search Related Articles Something Differen
v2-overnight,ACCEPTED,8,0.92,8000,eyeondesign.aiga.org,Typography & Type|Color & Palette|Branding & Identity,0,Eye on Design &#8211; AIGA Eye on Design,https://eyeondesign.aiga.org/category/design/profile/,,"Eye on Design – AIGA Eye on Design Search Related Articles Something Different Home Share: Twitter Facebook Pinterest Email Search Related Articles Something Different Search Menu Social Branding The ’80s Are Back, Baby This story is part o"
v2-overnight,ACCEPTED,8,0.92,6061,www.pentagram.com,Branding & Identity|AI & Design,0,Events,https://www.pentagram.com/news/category/events,,"Events Pentagram Latest news 10 – 11 June Hamburg, DE Paula Scher at ADC Festival 2026 26 – 27 June New York, US Emily Oberman at Typographics 2026 19 September New York, US Andrea Trabucco-Campos at Archive Conference 01 – 02 October Vienn"
v2-overnight,ACCEPTED,8,0.91,6752,www.itsnicethat.com,Photography|AI & Design|Process & Studio,0,Stacy Kranitz intimately photographs the victims of the juvenile justice system in Rutherford County,https://www.itsnicethat.com/articles/stacy-kranitz-rutherford-county-photography-191121,,"Stacy Kranitz intimately photographs the victims of the juvenile justice system in Rutherford County Reading""Stacy Kranitz intimately..."" More fromWork Search Stacy Kranitz intimately photographs the victims of the juvenile justice system i"
v2-overnight,ACCEPTED,8,0.91,6983,webdesignerdepot.com,Web & UI|Editorial & Print|Layout & Grid,0,Web Design Blog | Web Designer Depot,http://webdesignerdepot.com/,,Web Design Blog | Web Designer Depot AI & Tech Freelancing & Clients UX & Usability Visual & UI Design Web Development WEB DESIGNER DEPOT UX Hierarchy: How Users Actually Scan Pages in 2026 The year 2026 has ushered in a behavioral revoluti
v2-overnight,ACCEPTED,8,0.90,5861,typographica.org,Typography & Type|Editorial & Print|Color & Palette,0,FUSE 1–20 &#8211; Typographica,https://typographica.org/typography-books/fuse-1-20/,,FUSE 1–20 – Typographica Get a prominent ad at a reasonable rate. Support Typographica. Sponsor Nameplate set in Valnera and Pritzious by CAST Foundry. Your typeface could be next. Learn more. Publisher Taschen Get the Book Alibris Biblio B
v2-overnight,ACCEPTED,8,0.90,8000,typographica.org,Typography & Type|Branding & Identity|AI & Design,0,Chahine &#038; Samarskaya Cochair TDC’S 25th Type Design Competition &#8211; Typographica,https://typographica.org/on-typography/interview/nadine-chahine-ksenya-samarskaya-cochair-the-tdcs-25th-typeface-design-competition/,,Chahine & Samarskaya Cochair TDC’S 25th Type Design Competition – Typographica Get a prominent ad at a reasonable rate. Support Typographica. Sponsor Nameplate set in Valnera and Pritzious by CAST Foundry. Your typeface could be next. Learn
v2-overnight,ACCEPTED,8,0.90,8000,typographica.org,Typography & Type|Material & 3D|AI & Design,0,Type Design in the Museum: Acquiring the Immaterial &#8211; Typographica,https://typographica.org/on-typography/type-design-in-the-museum-acquiring-the-immaterial/,,Type Design in the Museum: Acquiring the Immaterial – Typographica Get a prominent ad at a reasonable rate. Support Typographica. Sponsor Nameplate set in Valnera and Pritzious by CAST Foundry. Your typeface could be next. Learn more. Type 
v2-overnight,ACCEPTED,8,0.90,5043,www.pentagram.com,Branding & Identity|Process & Studio|Color & Palette,0,Bait,https://www.pentagram.com/work/bait,,"Bait Pentagram Bait follows Shah, played by Riz Ahmed, a struggling British-Pakistani actor whose unexpected, last-shot audition to play James Bond throws his and his family’s life into chaos. Pentagram’s title concept explored these comple"
v2-overnight,ACCEPTED,8,0.89,8000,typographica.org,Typography & Type|Web & UI|Color & Palette,0,https://typographica.org/wp-content/themes/typo/style.css,https://typographica.org/wp-content/themes/typo/style.css,,"/* Theme Name: Typo Author: chris Author URI: http://chrishamamoto.com/ Description: Custom theme for Typographica based on Blankslate Version: 1.0.0 Typo WordPress Theme © 2011-2016 chris hamamoto */ html,body,div,span,applet,object,iframe"
v2-overnight,ACCEPTED,8,0.88,8000,typographica.org,Typography & Type|Editorial & Print,0,"The Elements of Typographic Style, Version&nbsp;4.0 &#8211; Typographica",https://typographica.org/typography-books/the-elements-of-typographic-style-4th-edition/,,"The Elements of Typographic Style, Version 4.0 – Typographica Get a prominent ad at a reasonable rate. Support Typographica. Sponsor Nameplate set in Valnera and Pritzious by CAST Foundry. Your typeface could be next. Learn more. Publisher "
v2-overnight,ACCEPTED,8,0.88,8000,typographica.org,Typography & Type|AI & Design|Process & Studio,0,Carolina Laudon &#8211; Typographica,https://typographica.org/on-typography/interview/carolina-laudon/,,Carolina Laudon – Typographica Get a prominent ad at a reasonable rate. Support Typographica. Sponsor Nameplate set in Valnera and Pritzious by CAST Foundry. Your typeface could be next. Learn more. Carolina Laudon Written by Ksenya Samarsk
v2-overnight,ACCEPTED,8,0.87,5138,www.pentagram.com,Process & Studio|Color & Palette|Branding & Identity,0,IEEE Honors Ceremony 2026,https://www.pentagram.com/work/ieee-honors-ceremony-2026,,"IEEE Honors Ceremony 2026 Pentagram The data-driven story builds from one personal anecdote—a moment of curiosity striking engineer Toshio Fukuda in the 1980s—to a collective narrative that highlights the commonalities, collaborations, and "
v2-overnight,ACCEPTED,8,0.87,8000,typographica.org,Typography & Type|Editorial & Print|Color & Vision Science,0,https://typographica.org/wp-json/,https://typographica.org/wp-json/,,"{""name"":""Typographica"",""description"":""A review of typefaces and typography books, with occasional commentary on fonts and typographic design."",""url"":""https:\/\/typographica.org"",""home"":""https:\/\/typographica.org"",""gmt_offset"":-7,""timezone_"
v2-overnight,ACCEPTED,8,0.86,5085,eyeondesign.aiga.org,Typography & Type|Color & Palette|AI & Design,0,Design + Art &#8211; Eye on Design,https://eyeondesign.aiga.org/category/design-plus/art/,,Design + Art – Eye on Design Search Related Articles Something Different Search Related Articles Something Different Search Menu Social Design + Art Design + Art What Is Graphic Design’s Place in an Art Museum? This story is part of our Wee
v2-overnight,ACCEPTED,8,0.86,8000,www.pentagram.com,Typography & Type|Web & UI|Color & Palette,0,https://www.pentagram.com/build/main/assets/index-Ba6h7bZK.css,https://www.pentagram.com/build/main/assets/index-Ba6h7bZK.css,,"@charset ""UTF-8"";*,:before,:after{box-sizing:border-box;border-width:0;border-style:solid;border-color:currentColor}:before,:after{--tw-content: """"}html{line-height:1.5;-webkit-text-size-adjust:100%;-moz-tab-size:4;-o-tab-size:4;tab-size:4;"
v2-overnight,ACCEPTED,8,0.85,8000,eyeondesign.aiga.org,Branding & Identity|AI & Design|Editorial & Print,0,"Unconventional Sleep Aids Are in Vogue, and They’re Designed To Chill You Out &#8211; Eye on Design",https://eyeondesign.aiga.org/food-and-beverage-packaging-is-getting-very-sleepy/,,"Unconventional Sleep Aids Are in Vogue, and They’re Designed To Chill You Out – Eye on Design Search Related Articles Something Different Unconventional Sleep Aids Are in Vogue, and They’re Designed To Chill You Out Share: Twitter Facebook "
v2-overnight,ACCEPTED,8,0.79,5705,eyeondesign.aiga.org,Typography & Type|Movement & History|Music & Album,0,Poster Picks &#8211; Eye on Design,https://eyeondesign.aiga.org/category/design-series/poster-picks/,,"Poster Picks – Eye on Design Search Related Articles Something Different Search Related Articles Something Different Search Menu Social Poster Picks Poster Picks 5 Blaxploitation Posters That Define a Redefining Movement In 1971, a film cal"
v2-overnight,ACCEPTED,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design|Color & Palette,0,UX Hierarchy: How Users Actually Scan Pages in 2026,https://webdesignerdepot.com/ux-hierarchy-how-users-actually-scan-pages-in-2026/,,UX Hierarchy: How Users Actually Scan Pages in 2026 AI & Tech Freelancing & Clients UX & Usability Visual & UI Design Web Development UX & Usability UX Hierarchy: How Users Actually Scan Pages in 2026 The F-pattern is officially dead: in 20
v2-overnight,ACCEPTED,7,1.00,8000,webdesignerdepot.com,Web & UI|AI & Design|Layout & Grid,0,The Evolution of the &quot;Buy&quot; Button: 1995–2026,https://webdesignerdepot.com/the-evolution-of-the-buy-button-1995-2026/,,"The Evolution of the ""Buy"" Button: 1995–2026 AI & Tech Freelancing & Clients UX & Usability Visual & UI Design Web Development Visual & UI Design The Evolution of the “Buy” Button: 1995–2026 From a clunky grey box on a 1995 dial-up screen t"
