session,classification,signal,q,body_total,source,topics,is_ai,title,url,path,body_head_240
v1-PROMPT-EXPLORE,DESIGN,6,0.90,25469,web.archive.org,Architecture & Brutalism|Web & UI,1,Frank Lloyd Wright / - Design/Designer Information,https://web.archive.org/web/20091221080006/http://designmuseum.org/design/frank-lloyd-wright,,# Frank Lloyd Wright / - Design/Designer Information  URL: https://web.archive.org/web/20091221080006/http://designmuseum.org/design/frank-lloyd-wright Fetched: 2026-06-04T02:30:10.512987 Source: <function main.<locals>.<lambda> at 0x10850c
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8561,web.archive.org,Web & UI,1,J. Mays / - Design/Designer Information,https://web.archive.org/web/20100104183306/http://designmuseum.org/design/j-mays,,# J. Mays / - Design/Designer Information  URL: https://web.archive.org/web/20100104183306/http://designmuseum.org/design/j-mays Fetched: 2026-06-04T02:34:52.650446 Source: <function main.<locals>.<lambda> at 0x10850c930> Quality: 0.9 Class
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16182,web.archive.org,Editorial & Print|Architecture & Brutalism|Web & UI,0,Charlotte Perriand / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100105183048/http://designmuseum.org/design/charlotte-perriand,,# Charlotte Perriand / Design Museum Collection : - Design/Designer Information  URL: https://web.archive.org/web/20100105183048/http://designmuseum.org/design/charlotte-perriand Fetched: 2026-06-04T02:35:11.396768 Source: <function main.<l
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9598,web.archive.org,Web & UI|Process & Studio,0,Michael Cross + Julie Mathias / Design Mart - Design Museum Exhibition : - Design/Designer Informati,https://web.archive.org/web/20091218113212/http://www.designmuseum.org/design/michael-cross-julie-mathias,,# Michael Cross + Julie Mathias / Design Mart - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091218113212/http://www.designmuseum.org/design/michael-cross-julie-mathias Fetched: 2026-06-04T02:
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16306,web.archive.org,Color & Palette|Editorial & Print|Web & UI,1,Manolo Blahnik / - Design/Designer Information,https://web.archive.org/web/20091218113508/http://designmuseum.org/design/manolo-blahnik,,# Manolo Blahnik / - Design/Designer Information  URL: https://web.archive.org/web/20091218113508/http://designmuseum.org/design/manolo-blahnik Fetched: 2026-06-04T02:39:16.138454 Source: <function main.<locals>.<lambda> at 0x10850c930> Qua
v1-PROMPT-EXPLORE,DESIGN,6,0.90,18779,web.archive.org,Web & UI,0,Eileen Gray / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100105180250/http://designmuseum.org/design/eileen-gray,,# Eileen Gray / Design Museum Collection : - Design/Designer Information  URL: https://web.archive.org/web/20100105180250/http://designmuseum.org/design/eileen-gray Fetched: 2026-06-04T02:39:57.906916 Source: <function main.<locals>.<lambda
v1-PROMPT-EXPLORE,DESIGN,6,0.90,13750,web.archive.org,Branding & Identity|Editorial & Print|Web & UI,1,Media: Print | New at Pentagram,https://web.archive.org/web/20111015154618/http://pentagram.com/en/new/print,,# Media: Print | New at Pentagram  URL: https://web.archive.org/web/20111015154618/http://pentagram.com/en/new/print Fetched: 2026-06-04T02:41:04.015705 Published: 2011-02-04 Source: <function main.<locals>.<lambda> at 0x10850c930> Quality:
v1-PROMPT-EXPLORE,DESIGN,6,0.90,11874,web.archive.org,Web & UI,0,Robert Wilson / - Design/Designer Information,https://web.archive.org/web/20091219181601/http://designmuseum.org/design/robert-wilson,,# Robert Wilson / - Design/Designer Information  URL: https://web.archive.org/web/20091219181601/http://designmuseum.org/design/robert-wilson Fetched: 2026-06-04T02:55:31.227192 Source: <function main.<locals>.<lambda> at 0x10850c930> Quali
v1-PROMPT-EXPLORE,DESIGN,6,0.90,13774,web.archive.org,Editorial & Print|Architecture & Brutalism|Web & UI,0,Ettore Sottsass / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100104184615/http://designmuseum.org/design/ettore-sottsass,,# Ettore Sottsass / Design Museum Collection : - Design/Designer Information  URL: https://web.archive.org/web/20100104184615/http://designmuseum.org/design/ettore-sottsass Fetched: 2026-06-04T02:57:28.103287 Source: <function main.<locals>
v1-PROMPT-EXPLORE,DESIGN,6,0.90,14705,web.archive.org,Web & UI|Process & Studio,0,Fernando + Humberto Campana / Design Museum Touring Exhibition : - Design/Designer Information,https://web.archive.org/web/20091221183137/http://designmuseum.org/design/fernando-humberto-campana,,# Fernando + Humberto Campana / Design Museum Touring Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221183137/http://designmuseum.org/design/fernando-humberto-campana Fetched: 2026-06-04T02:58:58.770686 S
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8345,web.archive.org,Web & UI,0,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Inform,https://web.archive.org/web/20091218113212/http://www.designmuseum.org/design/shin-tomoko-azumi,,# Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091218113212/http://www.designmuseum.org/design/shin-tomoko-azumi Fetched: 2026-06-04T03:06:31.9
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16182,web.archive.org,Editorial & Print|Architecture & Brutalism|Web & UI,0,Charlotte Perriand / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100117181738/http://designmuseum.org/design/charlotte-perriand,,# Charlotte Perriand / Design Museum Collection : - Design/Designer Information  URL: https://web.archive.org/web/20100117181738/http://designmuseum.org/design/charlotte-perriand Fetched: 2026-06-04T03:16:57.482041 Source: <function main.<l
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16069,web.archive.org,Web & UI,0,Achille Castiglioni / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091221100022/http://designmuseum.org/design/achille-castiglioni,,# Achille Castiglioni / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091221100022/http://designmuseum.org/design/achille-castiglioni Fetched: 2026-06-04T03:19:42.167692 Source: <
v1-PROMPT-EXPLORE,DESIGN,6,0.90,10588,web.archive.org,Typography & Type|Web & UI,0,Philip Worthington / Design Mart - Design Museum exhibition : - Design/Designer Information,https://web.archive.org/web/20091221074903/http://www.designmuseum.org/design/philip-worthington,,# Philip Worthington / Design Mart - Design Museum exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221074903/http://www.designmuseum.org/design/philip-worthington Fetched: 2026-06-04T03:21:55.467882 Source:
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9703,web.archive.org,Web & UI|Music & Album,0,Percy Shaw / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20100105193503/http://designmuseum.org/design/percy-shaw,,# Percy Shaw / Designing Modern Britain - Design Museum : - Design/Designer Information  URL: https://web.archive.org/web/20100105193503/http://designmuseum.org/design/percy-shaw Fetched: 2026-06-04T03:25:22.481073 Source: <function main.<l
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16069,web.archive.org,Web & UI,0,Achille Castiglioni / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091217074006/http://designmuseum.org/design/achille-castiglioni,,# Achille Castiglioni / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091217074006/http://designmuseum.org/design/achille-castiglioni Fetched: 2026-06-04T03:49:15.981509 Source: <
v1-PROMPT-EXPLORE,DESIGN,6,0.90,15294,web.archive.org,Web & UI,0,Sam Buxton / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20100104045252/http://designmuseum.org/design/sam-buxton,,# Sam Buxton / Design Museum Collection : - Design/Designer Information  URL: https://web.archive.org/web/20100104045252/http://designmuseum.org/design/sam-buxton Fetched: 2026-06-04T03:50:47.202038 Source: <function main.<locals>.<lambda> 
v1-PROMPT-EXPLORE,DESIGN,6,0.90,14211,web.archive.org,Editorial & Print|Web & UI,0,Philip Treacy / When Philip Met Isabella : - Design/Designer Information,https://web.archive.org/web/20091219162913/http://designmuseum.org/design/philip-treacy,,# Philip Treacy / When Philip Met Isabella : - Design/Designer Information  URL: https://web.archive.org/web/20091219162913/http://designmuseum.org/design/philip-treacy Fetched: 2026-06-04T04:04:03.384455 Source: <function main.<locals>.<la
v1-PROMPT-EXPLORE,DESIGN,6,0.90,11474,web.archive.org,Web & UI,0,Enzo Mari / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20100106022108/http://designmuseum.org/design/enzo-mari,,# Enzo Mari / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20100106022108/http://designmuseum.org/design/enzo-mari Fetched: 2026-06-04T05:11:48.411916 Source: <function main.<local
v1-PROMPT-EXPLORE,DESIGN,6,0.90,11639,web.archive.org,Web & UI,0,Committee / Design Mart - Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20100124143046/http://designmuseum.org/design/committee,,# Committee / Design Mart - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100124143046/http://designmuseum.org/design/committee Fetched: 2026-06-04T05:12:32.745561 Source: <function main.<local
v1-PROMPT-EXPLORE,DESIGN,6,0.90,15729,web.archive.org,Web & UI,0,Viable / Design Mart – Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20100104052100/http://www.designmuseum.org/design/viable,,# Viable / Design Mart – Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100104052100/http://www.designmuseum.org/design/viable Fetched: 2026-06-04T05:14:24.307271 Source: <function main.<locals>
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8345,web.archive.org,Web & UI,0,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Inform,https://web.archive.org/web/20091218100215/http://www.designmuseum.org/design/shin-tomoko-azumi,,# Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091218100215/http://www.designmuseum.org/design/shin-tomoko-azumi Fetched: 2026-06-04T05:18:00.1
v1-PROMPT-EXPLORE,DESIGN,6,0.90,27820,web.archive.org,Layout & Grid|Web & UI|Photography,0,CV-07 - Visual Hierarchy and Layout,https://web.archive.org/web/20240526160150/https://gistbok.ucgis.org/node/100001385,,# CV-07 - Visual Hierarchy and Layout  URL: https://web.archive.org/web/20240526160150/https://gistbok.ucgis.org/node/100001385 Fetched: 2026-06-04T05:20:13.843746 Source: <function main.<locals>.<lambda> at 0x10850c930> Quality: 0.9 Classi
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9141,web.archive.org,Branding & Identity|Editorial & Print|Web & UI,1,Media: Book Design | New at Pentagram,https://web.archive.org/web/20111015152446/http://pentagram.com/en/new/book-design,,# Media: Book Design | New at Pentagram  URL: https://web.archive.org/web/20111015152446/http://pentagram.com/en/new/book-design Fetched: 2026-06-04T05:21:51.927254 Published: 2011-08-28 Source: <function main.<locals>.<lambda> at 0x10850c9
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16292,web.archive.org,Typography & Type|Web & UI,0,Matthew Carter / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20091221070538/http://designmuseum.org/design/matthew-carter,,# Matthew Carter / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221070538/http://designmuseum.org/design/matthew-carter Fetched: 2026-06-04T05:27:35.463879 Source
v1-PROMPT-EXPLORE,DESIGN,6,0.90,13152,web.archive.org,Web & UI|Process & Studio,0,Peter Marigold / Design Mart - Design Museum exhibition : - Design/Designer Information,https://web.archive.org/web/20091221074903/http://designmuseum.org/design/peter-marigold,,# Peter Marigold / Design Mart - Design Museum exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221074903/http://designmuseum.org/design/peter-marigold Fetched: 2026-06-04T05:31:01.859384 Source: <function m
v1-PROMPT-EXPLORE,DESIGN,6,0.90,12580,web.archive.org,Web & UI|Process & Studio,1,Phyllis Pearsall / - Design/Designer Information,https://web.archive.org/web/20091221074756/http://designmuseum.org/design/phyllis-pearsall,,# Phyllis Pearsall / - Design/Designer Information  URL: https://web.archive.org/web/20091221074756/http://designmuseum.org/design/phyllis-pearsall Fetched: 2026-06-04T05:33:42.847348 Source: <function main.<locals>.<lambda> at 0x10850c930>
v1-PROMPT-EXPLORE,DESIGN,6,0.90,15942,web.archive.org,Architecture & Brutalism|Web & UI,0,Archigram / - Design/Designer Information,https://web.archive.org/web/20100105162547/http://designmuseum.org/design/archigram,,# Archigram / - Design/Designer Information  URL: https://web.archive.org/web/20100105162547/http://designmuseum.org/design/archigram Fetched: 2026-06-04T05:42:04.274972 Source: <function main.<locals>.<lambda> at 0x10850c930> Quality: 0.9 
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8148,web.archive.org,Web & UI,0,Finn Magee / Designers in Residence – Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20100124143238/http://designmuseum.org/design/finn-magee,,# Finn Magee / Designers in Residence – Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100124143238/http://designmuseum.org/design/finn-magee Fetched: 2026-06-04T05:51:31.526920 Source: <functio
v1-PROMPT-EXPLORE,DESIGN,6,0.90,15442,web.archive.org,Web & UI,0,Jaguar / Great British Design Quest : - Design/Designer Information,https://web.archive.org/web/20091221075836/http://designmuseum.org/design/jaguar,,# Jaguar / Great British Design Quest : - Design/Designer Information  URL: https://web.archive.org/web/20091221075836/http://designmuseum.org/design/jaguar Fetched: 2026-06-04T05:51:43.394876 Source: <function main.<locals>.<lambda> at 0x1
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16019,web.archive.org,Web & UI,0,matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091221104949/http://designmuseum.org/design/matali-crasset,,# matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091221104949/http://designmuseum.org/design/matali-crasset Fetched: 2026-06-04T05:52:48.826127 Source
v1-PROMPT-EXPLORE,DESIGN,6,0.90,10137,web.archive.org,Web & UI,0,Richard Sweeney / Designers in Residence – Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20091221104949/http://designmuseum.org/design/richard-sweeney,,# Richard Sweeney / Designers in Residence – Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221104949/http://designmuseum.org/design/richard-sweeney Fetched: 2026-06-04T06:09:55.343942 Source
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9874,web.archive.org,Web & UI|Material & 3D,0,Konstantin Grcic / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091219185005/http://designmuseum.org/design/konstantin-grcic,,# Konstantin Grcic / 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091219185005/http://designmuseum.org/design/konstantin-grcic Fetched: 2026-06-04T06:24:57.176669 Source: <functi
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9879,web.archive.org,Web & UI,0,Onkar Singh Kular / - Design/Designer Information,https://web.archive.org/web/20100104044457/http://designmuseum.org/design/onkar-singh-kular,,# Onkar Singh Kular / - Design/Designer Information  URL: https://web.archive.org/web/20100104044457/http://designmuseum.org/design/onkar-singh-kular Fetched: 2026-06-04T06:30:11.367922 Source: <function main.<locals>.<lambda> at 0x10850c93
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16019,web.archive.org,Web & UI,0,matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091219185005/http://designmuseum.org/design/matali-crasset,,# matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091219185005/http://designmuseum.org/design/matali-crasset Fetched: 2026-06-04T06:30:29.159416 Source
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16182,web.archive.org,Editorial & Print|Architecture & Brutalism|Web & UI,0,Charlotte Perriand / Design Museum Collection : - Design/Designer Information,https://web.archive.org/web/20091211063954/http://designmuseum.org/design/charlotte-perriand,,# Charlotte Perriand / Design Museum Collection : - Design/Designer Information  URL: https://web.archive.org/web/20091211063954/http://designmuseum.org/design/charlotte-perriand Fetched: 2026-06-04T06:36:22.966695 Source: <function main.<l
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8561,web.archive.org,Web & UI,1,J. Mays / - Design/Designer Information,https://web.archive.org/web/20100124145035/http://designmuseum.org/design/j-mays,,# J. Mays / - Design/Designer Information  URL: https://web.archive.org/web/20100124145035/http://designmuseum.org/design/j-mays Fetched: 2026-06-04T06:41:45.427347 Source: <function main.<locals>.<lambda> at 0x10850c930> Quality: 0.9 Class
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8345,web.archive.org,Web & UI,0,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Inform,https://web.archive.org/web/20091221090311/http://designmuseum.org/design/shin-tomoko-azumi,,# Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221090311/http://designmuseum.org/design/shin-tomoko-azumi Fetched: 2026-06-04T06:42:19.47331
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16019,web.archive.org,Web & UI,0,matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20091219122542/http://designmuseum.org/design/matali-crasset,,# matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091219122542/http://designmuseum.org/design/matali-crasset Fetched: 2026-06-04T06:43:38.649456 Source
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9598,web.archive.org,Web & UI|Process & Studio,0,Michael Cross + Julie Mathias / Design Mart - Design Museum Exhibition : - Design/Designer Informati,https://web.archive.org/web/20100104184615/http://designmuseum.org/design/michael-cross-julie-mathias,,# Michael Cross + Julie Mathias / Design Mart - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100104184615/http://designmuseum.org/design/michael-cross-julie-mathias Fetched: 2026-06-04T06:52:0
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9010,web.archive.org,Web & UI,0,Tim Simpson / Design Mart – Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20091221073201/http://designmuseum.org/design/tim-simpson,,# Tim Simpson / Design Mart – Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091221073201/http://designmuseum.org/design/tim-simpson Fetched: 2026-06-04T07:05:22.382712 Source: <function main.<l
v1-PROMPT-EXPLORE,DESIGN,6,0.90,13562,web.archive.org,Web & UI,0,Ronan + Erwan Bouroullec / Selectors for 25/25 - Celebrating 25 Years of Design : - Design/Designer ,https://web.archive.org/web/20100105203828/http://designmuseum.org/design/ronan-erwan-bouroullec,,# Ronan + Erwan Bouroullec / Selectors for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20100105203828/http://designmuseum.org/design/ronan-erwan-bouroullec Fetched: 2026-06-04T07:
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16865,web.archive.org,Architecture & Brutalism|Web & UI,0,Cameron Sinclair / Designer of the Year 2006 nominee : - Design/Designer Information,https://web.archive.org/web/20091219181601/http://designmuseum.org/design/cameron-sinclair,,# Cameron Sinclair / Designer of the Year 2006 nominee : - Design/Designer Information  URL: https://web.archive.org/web/20091219181601/http://designmuseum.org/design/cameron-sinclair Fetched: 2026-06-04T07:08:04.472432 Source: <function ma
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16019,web.archive.org,Web & UI,0,matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information,https://web.archive.org/web/20100124141040/http://designmuseum.org/design/matali-crasset,,# matali crasset / Selector for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20100124141040/http://designmuseum.org/design/matali-crasset Fetched: 2026-06-04T07:10:04.077536 Source
v1-PROMPT-EXPLORE,DESIGN,6,0.90,13562,web.archive.org,Web & UI,0,Ronan + Erwan Bouroullec / Selectors for 25/25 - Celebrating 25 Years of Design : - Design/Designer ,https://web.archive.org/web/20091221074226/http://www.designmuseum.org/design/ronan-erwan-bouroullec,,# Ronan + Erwan Bouroullec / Selectors for 25/25 - Celebrating 25 Years of Design : - Design/Designer Information  URL: https://web.archive.org/web/20091221074226/http://www.designmuseum.org/design/ronan-erwan-bouroullec Fetched: 2026-06-04
v1-PROMPT-EXPLORE,DESIGN,6,0.90,9693,web.archive.org,Web & UI,0,The MARS Group / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091221095559/http://designmuseum.org/design/the-mars-group,,# The MARS Group / Designing Modern Britain - Design Museum : - Design/Designer Information  URL: https://web.archive.org/web/20091221095559/http://designmuseum.org/design/the-mars-group Fetched: 2026-06-04T07:28:54.980696 Source: <function
v1-PROMPT-EXPLORE,DESIGN,6,0.90,12724,web.archive.org,Web & UI,0,Assa Ashuach / Design Mart - Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20100104044457/http://designmuseum.org/design/assa-ashuach,,# Assa Ashuach / Design Mart - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100104044457/http://designmuseum.org/design/assa-ashuach Fetched: 2026-06-04T07:29:19.886921 Source: <function main.
v1-PROMPT-EXPLORE,DESIGN,6,0.90,15442,web.archive.org,Web & UI,0,Jaguar / Great British Design Quest : - Design/Designer Information,https://web.archive.org/web/20091221090127/http://designmuseum.org/design/jaguar,,# Jaguar / Great British Design Quest : - Design/Designer Information  URL: https://web.archive.org/web/20091221090127/http://designmuseum.org/design/jaguar Fetched: 2026-06-04T07:35:37.388011 Source: <function main.<locals>.<lambda> at 0x1
v1-PROMPT-EXPLORE,DESIGN,6,0.90,21051,web.archive.org,Web & UI,0,Ernö Goldfinger / Designing Modern Britain - Design Museum : - Design/Designer Information,https://web.archive.org/web/20091221104759/http://designmuseum.org/design/erno-goldfinger,,# Ernö Goldfinger / Designing Modern Britain - Design Museum : - Design/Designer Information  URL: https://web.archive.org/web/20091221104759/http://designmuseum.org/design/erno-goldfinger Fetched: 2026-06-04T07:36:12.080304 Source: <functi
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16868,web.archive.org,Web & UI,1,Isambard Kingdom Brunel / - Design/Designer Information,https://web.archive.org/web/20100124232226/http://designmuseum.org/design/isambard-kingdom-brunel,,# Isambard Kingdom Brunel / - Design/Designer Information  URL: https://web.archive.org/web/20100124232226/http://designmuseum.org/design/isambard-kingdom-brunel Fetched: 2026-06-04T07:52:17.060648 Source: <function main.<locals>.<lambda> a
v1-PROMPT-EXPLORE,DESIGN,6,0.90,16306,web.archive.org,Color & Palette|Editorial & Print|Web & UI,1,Manolo Blahnik / - Design/Designer Information,https://web.archive.org/web/20091221073201/http://designmuseum.org/design/manolo-blahnik,,# Manolo Blahnik / - Design/Designer Information  URL: https://web.archive.org/web/20091221073201/http://designmuseum.org/design/manolo-blahnik Fetched: 2026-06-04T08:05:06.368947 Source: <function main.<locals>.<lambda> at 0x10850c930> Qua
v1-PROMPT-EXPLORE,DESIGN,6,0.90,15442,web.archive.org,Web & UI,0,Jaguar / Great British Design Quest : - Design/Designer Information,https://web.archive.org/web/20100107225748/http://designmuseum.org/design/jaguar,,# Jaguar / Great British Design Quest : - Design/Designer Information  URL: https://web.archive.org/web/20100107225748/http://designmuseum.org/design/jaguar Fetched: 2026-06-04T08:13:51.284898 Source: <function main.<locals>.<lambda> at 0x1
v1-PROMPT-EXPLORE,DESIGN,6,0.90,10716,web.archive.org,Branding & Identity|Web & UI,0,Alexander McQueen / - Design/Designer Information,https://web.archive.org/web/20100107023602/http://designmuseum.org/design/alexander-mcqueen,,# Alexander McQueen / - Design/Designer Information  URL: https://web.archive.org/web/20100107023602/http://designmuseum.org/design/alexander-mcqueen Fetched: 2026-06-04T08:19:35.372082 Source: <function main.<locals>.<lambda> at 0x10850c93
v1-PROMPT-EXPLORE,DESIGN,6,0.90,23449,web.archive.org,Web & UI,0,Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Informat,https://web.archive.org/web/20100105174243/http://designmuseum.org/design/berthold-lubetkin,,# Berthold Lubetkin / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100105174243/http://designmuseum.org/design/berthold-lubetkin Fetched: 2026-06-04T08:39:22.570678 
v1-PROMPT-EXPLORE,DESIGN,6,0.90,10192,web.archive.org,Web & UI,1,Craig Johnston / - Design/Designer Information,https://web.archive.org/web/20091231081800/http://designmuseum.org/design/craig-johnston,,# Craig Johnston / - Design/Designer Information  URL: https://web.archive.org/web/20091231081800/http://designmuseum.org/design/craig-johnston Fetched: 2026-06-04T08:45:19.439060 Source: <function main.<locals>.<lambda> at 0x10850c930> Qua
v1-PROMPT-EXPLORE,DESIGN,6,0.90,8345,web.archive.org,Web & UI,0,Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Inform,https://web.archive.org/web/20091219140321/http://www.designmuseum.org/design/shin-tomoko-azumi,,# Shin + Tomoko Azumi / Designing Modern Britain - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20091219140321/http://www.designmuseum.org/design/shin-tomoko-azumi Fetched: 2026-06-04T08:55:46.5
v1-PROMPT-EXPLORE,DESIGN,6,0.90,13519,web.archive.org,Web & UI|Material & 3D,0,&made; / Design Mart - Design Museum Exhibition : - Design/Designer Information,https://web.archive.org/web/20100105162547/http://designmuseum.org/design/and-made,,# &made; / Design Mart - Design Museum Exhibition : - Design/Designer Information  URL: https://web.archive.org/web/20100105162547/http://designmuseum.org/design/and-made Fetched: 2026-06-04T09:04:25.060960 Source: <function main.<locals>.<
v1-PROMPT-EXPLORE,DESIGN,6,0.90,12989,web.archive.org,Color & Palette|Web & UI,1,John Galliano / - Design/Designer Information,https://web.archive.org/web/20091221070151/http://designmuseum.org/design/john-galliano,,# John Galliano / - Design/Designer Information  URL: https://web.archive.org/web/20091221070151/http://designmuseum.org/design/john-galliano Fetched: 2026-06-04T09:08:10.179561 Source: <function main.<locals>.<lambda> at 0x10850c930> Quali
v2-overnight,ACCEPTED,6,0.90,5107,it.wikipedia.org,AI & Design,0,Wim Crouwel - Wikipedia,https://it.wikipedia.org/wiki/Wim_Crouwel,,"Wim Crouwel - Wikipedia Vai al contenuto Da Wikipedia, l'enciclopedia libera. Wim Crowel (a sinistra) riceve il premio Willem Grollenberg nel 1976 Willem Hendrik Crouwel, noto come Wim Crouwel (Groninga, 21 novembre 1928 – Amsterdam, 19 set"
v2-overnight,ACCEPTED,6,0.90,8000,sk.wikipedia.org,Color & Palette|AI & Design|Minimalism,0,De Stijl – Wikipédia,https://sk.wikipedia.org/wiki/De_Stijl,,"De Stijl – Wikipédia Preskočiť na obsah z Wikipédie, slobodnej encyklopédie Stolička „Red and Blue Chair“ navhrnutá Gerritom Rietveldom De Stijl je jedna z avantgardných skupín, ktorá výrazne ovplyvnila vývoj modernej architektúry v Európe."
v2-overnight,ACCEPTED,6,0.90,8000,cs.wikipedia.org,Architecture & Brutalism|Minimalism|Color & Palette,0,Minimalismus – Wikipedie,https://cs.wikipedia.org/wiki/Minimalismus,,"Minimalismus – Wikipedie Přeskočit na obsah Z Wikipedie, otevřené encyklopedie Další významy jsou uvedeny na stránce Minimalismus (rozcestník). Instalace Richarda Serra, Toronto Minimalismus je umělecký směr, který se v 50. letech 20. stole"
